id,speed_origin,speed
G007061002000320_1.0,53.9,50
G007061002000220_1.0,53.6,50
G007061002000120_1.0,55.5,50
S003061001000210_1.0,54.8,50
S003061001000510_1.0,48.1,48.1
S003061001000610_1.0,59,50
S002861001000310_1.0,39.2,39.2
G006561013000620_1.0,48.8,48.8
G701161002001210_1.0,55.3,50
G701161002001310_1.0,48.3,48.3
G701161002001410_1.0,49.2,49.2
G002261001001110_1.0,53.4,50
G006961002000110_1.0,22.4,22.4
S002161001000220_1.0,54.4,50
G008561002000310_1.0,58.2,50
G008561002000410_1.0,59,50
G008561002000510_1.0,57.7,50
G008561002000610_1.0,50.6,50
G008561002000320_1.0,61.6,50
G000561005000720_1.0,58.1,50
G351161001000120_1.0,55.7,50
G006561006000120_1.0,67.9,50
G000561001002310_12.0,23.5,23.5
G000561001000610_12.0,316,50
G000561001000710_12.0,38,38
G000561001000810_12.0,40.3,40.3
G065E61002000210_12.0,31.9,31.9
G065E61002000310_12.0,44.4,44.4
G065E61002000410_12.0,46.2,46.2
G065E61002000510_12.0,45.4,45.4
G003061001000810_12.0,44.8,44.8
G003061001001210_12.0,38.3,38.3
G003061001001310_12.0,45.9,45.9
G003061002000110_12.0,44.6,44.6
G003061002000210_12.0,43,43
G003061002000310_12.0,38.1,38.1
G003061002000410_12.0,4.8,4.8
G221161001001920_11.0,49.2,49.2
G221161001000620_11.0,45,45
G221161001000520_11.0,47.4,47.4
G065E61004000820_11.0,23.9,23.9
G065E61004000720_11.0,39.3,39.3
G065E61004000620_11.0,43.2,43.2
G181261003000510_16.0,36.4,36.4
G181261003000710_16.0,41,41
G181261003001010_16.0,37.4,37.4
G006561001000610_16.0,37.7,37.7
G006561002000110_16.0,42.9,42.9
G006561009000320_16.0,36.9,36.9
G006561009000510_16.0,35,35
G007061004000210_11.0,40.6,40.6
G007061004000310_11.0,44.4,44.4
G007061005000510_11.0,43.5,43.5
G006961001001020_11.0,23.7,23.7
G030N61001001020_11.0,39.9,39.9
G030N61001000920_11.0,46.3,46.3
G030N61001000820_11.0,45.3,45.3
G065W61003000420_11.0,35.7,35.7
G300161001001810_11.0,50.3,50
G300161001001910_11.0,40.4,40.4
G065W61003000720_11.0,72,50
G065W61003001620_11.0,45.8,45.8
G065W61003000620_11.0,47.9,47.9
G065W61003000520_11.0,45.3,45.3
G065W61003000510_11.0,35.3,35.3
G065W61003000610_11.0,46.9,46.9
G004061002000520_11.0,37.6,37.6
G004061002000420_11.0,38.5,38.5
G004061002001420_11.0,30.1,30.1
G004061002000410_11.0,42.6,42.6
G004061002000510_11.0,39.6,39.6
G004061002000710_11.0,42.1,42.1
G004061002001210_11.0,50.6,50
G004061002001310_11.0,45.7,45.7
G300161001000610_11.0,41.7,41.7
G300161001000710_11.0,38.2,38.2
G300161001000810_11.0,44.3,44.3
G003061003000920_12.0,46.6,46.6
G003061003000820_12.0,43.5,43.5
G030N61001001420_12.0,32.8,32.8
G030N61001001320_12.0,42.8,42.8
G030N61001001220_12.0,46.5,46.5
G030N61001001120_12.0,39.6,39.6
G030N61001001020_12.0,42.6,42.6
G030N61001000920_12.0,46,46
G030N61001000820_12.0,45.8,45.8
G065W61003000420_12.0,34.1,34.1
G065W61003000320_12.0,44.8,44.8
G003061002000320_11.0,30.5,30.5
G003061002000220_11.0,43.5,43.5
G003061002000120_11.0,47.5,47.5
G003061001001320_11.0,47.7,47.7
G003061001001220_11.0,47.6,47.6
G003061001001120_11.0,33.4,33.4
G003061001001210_11.0,35,35
G003061001001310_11.0,46.2,46.2
G003061002000110_11.0,43.9,43.9
G003061002000210_11.0,43.4,43.4
G003061002000310_11.0,39.9,39.9
G003061002000410_11.0,7,7
G003061003000510_12.0,51.9,50
G003061003000610_12.0,41.6,41.6
G003061003000520_12.0,40.7,40.7
G003061003000420_12.0,17.8,17.8
G006561005000110_11.0,46.4,46.4
G006561005000210_11.0,45.2,45.2
G003061004000120_11.0,43.7,43.7
G003061006000920_11.0,43.3,43.3
G003061006000620_11.0,40.4,40.4
G003061006000420_11.0,38.4,38.4
G003061006000220_11.0,45.9,45.9
G003061006000120_11.0,47.4,47.4
G003061003001720_11.0,46.5,46.5
G003061003001620_11.0,44.4,44.4
G003061003001320_11.0,48.6,48.6
G003061003001220_11.0,47.2,47.2
G003061003001120_11.0,84.9,50
G003061003001020_11.0,66.6,50
G003061003000920_11.0,47.4,47.4
G003061003000820_11.0,43.3,43.3
G003061003000320_11.0,45.8,45.8
G003061003000220_11.0,48.6,48.6
G003061003000120_11.0,48,48
G300161001001610_11.0,44.6,44.6
G003061003000420_11.0,24.7,24.7
G003061003000510_11.0,53.4,50
G003061003000610_11.0,42.3,42.3
G000561001000520_12.0,25,25
G000561001000510_12.0,38.8,38.8
G006561003000110_16.0,29.9,29.9
G006561003000210_16.0,34,34
G006561003000310_16.0,31,31
G006561003000410_16.0,23,23
G006561003000510_16.0,36,36
G006561004000110_16.0,40.6,40.6
G006561004000210_16.0,42.4,42.4
G006561004000310_16.0,41.9,41.9
G006561004000410_16.0,46.1,46.1
G006561005000110_16.0,46.1,46.1
G006561005000210_16.0,45.1,45.1
G006561005000410_16.0,45.9,45.9
G006561005000510_16.0,34.7,34.7
G006561006000110_16.0,39.1,39.1
G002261001000610_16.0,43.1,43.1
G002261001000710_16.0,45,45
G002261001000810_16.0,40.6,40.6
G002261001000910_16.0,41.5,41.5
G002261001001010_16.0,34.1,34.1
G002261001000920_16.0,40.2,40.2
G006561005000420_16.0,37.6,37.6
G006561005000220_16.0,45.7,45.7
G006561005000120_16.0,43.9,43.9
G006561004000420_16.0,45.6,45.6
G007061004000210_12.0,35.7,35.7
G003061003001320_12.0,47.4,47.4
G003061003001220_12.0,46.5,46.5
G003061003001120_12.0,83.3,50
G003061003001020_12.0,65.4,50
G003061003000320_12.0,45.6,45.6
G030N61001001510_12.0,39.7,39.7
G300161001001520_11.0,40,40
G300161001001320_11.0,43.8,43.8
G300161001001220_11.0,40.6,40.6
G300161001001120_11.0,41.3,41.3
G300161001000920_11.0,38.9,38.9
G006561009000110_11.0,32.6,32.6
G300161001001210_11.0,42.4,42.4
G003061003000110_11.0,45.1,45.1
G003061003000210_11.0,45.1,45.1
G003061003000310_11.0,26.1,26.1
G003061003000810_11.0,42.5,42.5
G003061003000910_11.0,41.9,41.9
G003061003001010_11.0,46.9,46.9
G003061003001110_11.0,46.5,46.5
G006561009000620_12.0,25.9,25.9
G006561009000520_12.0,44.7,44.7
G006561009000320_12.0,30.3,30.3
G006561009000220_12.0,43.7,43.7
G006561009000120_12.0,42.6,42.6
G300161001000820_12.0,39.9,39.9
G300161001000720_12.0,42.9,42.9
G300161001000620_12.0,45,45
G300161001000520_12.0,43.6,43.6
G003061002000320_12.0,28.8,28.8
G003061002000220_12.0,42.2,42.2
G003061002000120_12.0,46.5,46.5
G003061001001320_12.0,46.9,46.9
G003061001001220_12.0,46.5,46.5
G003061001001120_12.0,33.5,33.5
G300161001000510_12.0,31.3,31.3
G300161001000610_12.0,40.2,40.2
G300161001000710_12.0,36.8,36.8
G300161001000810_12.0,43.3,43.3
G006561009000110_12.0,31.7,31.7
G006561009000210_12.0,40.9,40.9
G006561009000310_12.0,34,34
G006561009000510_12.0,33.3,33.3
G006561009000610_12.0,42.4,42.4
G006561009000710_12.0,29.3,29.3
G006561009000810_12.0,42.4,42.4
G003061001000910_11.0,29.7,29.7
G003061001001010_11.0,43,43
G300161001000620_11.0,46.6,46.6
G300161001000520_11.0,45.6,45.6
G300161001000420_11.0,32.1,32.1
G300161001000220_11.0,41.7,41.7
G300161001000120_11.0,42.6,42.6
G300161001000510_11.0,32.1,32.1
G300161001000820_11.0,42.2,42.2
G300161001000720_11.0,44.8,44.8
G300161001001920_11.0,41.5,41.5
G300161001001820_11.0,40,40
G007061004000120_11.0,8.4,8.4
G004061002001210_16.0,48.3,48.3
G003061003000510_14.0,50.1,50
G003061003000610_14.0,41.5,41.5
G003061003000710_14.0,42.7,42.7
G003061003000810_14.0,40.8,40.8
G003061003000910_14.0,42.1,42.1
G003061003001010_14.0,46.5,46.5
G003061003001110_14.0,46.4,46.4
G003061003001210_14.0,46.5,46.5
G003061003001310_14.0,47.2,47.2
G003061003001610_14.0,46.3,46.3
G000561006000220_16.0,41.9,41.9
G000561006000120_16.0,36,36
G008561003000420_16.0,42.2,42.2
G008561003000320_16.0,21.1,21.1
G008561003000220_16.0,41.9,41.9
G003061003001320_16.0,47.7,47.7
G003061003001220_16.0,47.4,47.4
G003061003001120_16.0,84.1,50
G003061003001020_16.0,66.3,50
G003061003000920_16.0,47.3,47.3
G003061003000820_16.0,43.3,43.3
G030N61001001420_16.0,30.9,30.9
G030N61001001320_16.0,41.9,41.9
G030N61001001220_16.0,46.7,46.7
G030N61001001120_16.0,29.7,29.7
G030N61001001020_16.0,45,45
G030N61001000920_16.0,46.8,46.8
G030N61001000820_16.0,45.5,45.5
G065W61003000420_16.0,33.7,33.7
G006561009000910_12.0,42.8,42.8
G006561011000110_12.0,37.3,37.3
G006561011000310_12.0,40,40
G006561011000120_12.0,34.5,34.5
G006561009000920_12.0,39.5,39.5
G006561009000820_12.0,42.2,42.2
G006561009000720_12.0,39.6,39.6
G300161001001210_12.0,42.2,42.2
S003261001000120_16.0,25.7,25.7
G006561008000110_11.0,30.8,30.8
G006561008000410_11.0,32.6,32.6
G000561001000820_11.0,38.5,38.5
G000561001000720_11.0,45.4,45.4
G000561001000620_11.0,37,37
G000561001000810_11.0,41.4,41.4
G000561001000910_11.0,44.7,44.7
G000561001001010_11.0,45,45
G000561001001110_11.0,42.9,42.9
G000561002000310_11.0,40.4,40.4
G030N61001000710_11.0,45.8,45.8
G065W61003000320_11.0,45,45
G065W61003000220_11.0,40.4,40.4
G065W61003000120_11.0,39.7,39.7
G065W61002000620_11.0,37.6,37.6
G065W61002000420_11.0,38.3,38.3
G065W61002000320_11.0,39.2,39.2
G065W61002000220_11.0,44.2,44.2
G065W61002000120_11.0,42.8,42.8
G007061004000420_11.0,35.1,35.1
G300161001001620_11.0,29.2,29.2
G030N61001001510_11.0,44.7,44.7
G030N61001000420_11.0,43.1,43.1
G030N61001000220_11.0,45.7,45.7
G030N61001000120_11.0,45,45
G003061001000820_11.0,36.2,36.2
G003061001000720_11.0,37.9,37.9
G003061001000620_11.0,43.6,43.6
G003061001000520_11.0,44.9,44.9
G003061001000420_11.0,45,45
G003061001000320_11.0,42.5,42.5
G003061001000220_11.0,43.4,43.4
G006961001000110_11.0,44.2,44.2
G006961001000310_11.0,41.8,41.8
G006961001000410_11.0,47.4,47.4
G006961001000510_11.0,46.4,46.4
G006961001000610_11.0,44.1,44.1
G006961001000710_11.0,43.3,43.3
G006961001000620_11.0,41.2,41.2
G006961001000520_11.0,36.5,36.5
G006961001000420_11.0,41.7,41.7
G006961001000320_11.0,40.4,40.4
G006961001000120_11.0,44.9,44.9
G351161001000310_16.0,25.9,25.9
G351161001000410_16.0,36.5,36.5
G006961001000120_16.0,45.5,45.5
G007061004000210_16.0,38.3,38.3
G007061004000310_16.0,43,43
G007061004000420_16.0,21.6,21.6
G065W61003000620_16.0,48.3,48.3
G065W61003000520_16.0,45.8,45.8
G065W61003000320_16.0,45,45
G065W61003000220_16.0,38.6,38.6
G065W61003000120_16.0,36.5,36.5
G065W61002000820_16.0,44.6,44.6
G065W61002000720_16.0,39.2,39.2
G065W61002000620_16.0,38.9,38.9
G065W61002000420_16.0,39.2,39.2
G065W61002000320_16.0,37.9,37.9
G065W61002000220_16.0,44.1,44.1
G065W61002000120_16.0,45.9,45.9
G065W61001000520_16.0,44.6,44.6
G065W61001000420_16.0,43,43
G065W61001000320_16.0,41.2,41.2
G065W61001000220_16.0,37.6,37.6
G065W61001000120_16.0,53.5,50
G065E61004000410_16.0,37.1,37.1
G065E61004000510_16.0,43.2,43.2
G065E61004000610_16.0,41,41
G065E61004000710_16.0,45,45
G065E61004000810_16.0,38.4,38.4
G221161001000510_16.0,32.7,32.7
G065E61004000620_16.0,43.4,43.4
G181261003000510_12.0,35.6,35.6
G181261003000710_12.0,43.8,43.8
G181261003000810_12.0,46.2,46.2
G181261003000910_12.0,44.9,44.9
G065E61001000120_12.0,21.5,21.5
G221161001000610_16.0,43,43
G221161001001910_16.0,47.3,47.3
G006561006000710_16.0,11.5,11.5
G006561006000810_16.0,40.3,40.3
G006561006000910_16.0,39.6,39.6
G006561007000110_16.0,40.8,40.8
G006561007000410_16.0,37,37
G006561007000510_16.0,35,35
G006561007000610_16.0,37.1,37.1
G006561008000110_16.0,33.6,33.6
S001561001000120_16.0,43,43
G006961001000420_16.0,39.8,39.8
G006961001000320_16.0,38.1,38.1
G006961001000110_16.0,41.9,41.9
G006961001000310_16.0,36.7,36.7
G006961001000410_16.0,47,47
G006961001000510_16.0,46.6,46.6
G006961001000610_16.0,35.9,35.9
G006961001000710_16.0,41.9,41.9
G006961001000810_16.0,39.6,39.6
G006961001001010_16.0,35,35
G007061005000520_16.0,35.9,35.9
G007061004000320_16.0,44.3,44.3
G007061004000220_16.0,43.9,43.9
G300161001001810_16.0,50.3,50
G300161001001910_16.0,37.8,37.8
G300161001000110_16.0,37.6,37.6
G300161001000210_16.0,41.1,41.1
G300161001000410_16.0,40.6,40.6
G300161001000510_16.0,30.7,30.7
G004061002001320_16.0,38.3,38.3
G004061002001220_16.0,46.9,46.9
G004061002001120_16.0,72.5,50
G007061002000820_16.0,43.3,43.3
G007061002000720_16.0,56.3,50
G007061002000620_16.0,35.9,35.9
G007061002000520_16.0,29.2,29.2
G007061002000420_16.0,42.3,42.3
G007061002000320_16.0,45.4,45.4
G007061002000220_16.0,44,44
G007061002000120_16.0,46.3,46.3
G004061001000820_16.0,45.6,45.6
G004061001000720_16.0,43.6,43.6
G004061001000620_16.0,46.8,46.8
G004061001000520_16.0,46.6,46.6
G004061001000420_16.0,42.8,42.8
G004061001000320_16.0,43.1,43.1
G004061001000220_16.0,39.9,39.9
G007061002000410_16.0,45.2,45.2
G007061002000510_16.0,41.6,41.6
G007061002000610_16.0,34.3,34.3
G007061002000710_16.0,37.9,37.9
G007061002000810_16.0,57.2,50
G004061002001110_16.0,42.7,42.7
G004061002001310_16.0,44.3,44.3
G004061002001020_16.0,44.2,44.2
G004061002000920_16.0,45.6,45.6
G004061002000720_16.0,26.2,26.2
G004061002000910_16.0,25.1,25.1
G004061002001010_16.0,42.6,42.6
G006561009000610_16.0,43.8,43.8
S003061001000720_16.0,48,48
G006561009000620_16.0,29.1,29.1
G006561009000520_16.0,44,44
G065E61001000320_16.0,42.1,42.1
G065E61001000220_16.0,45.8,45.8
G065E61001000120_16.0,20.6,20.6
G030N61001000810_14.0,43.8,43.8
G030N61001000910_14.0,44.2,44.2
G030N61001001010_14.0,42.1,42.1
G030N61001001110_14.0,46.4,46.4
G030N61001001210_14.0,42.7,42.7
G030N61001001310_14.0,44.1,44.1
G030N61001001410_14.0,45.1,45.1
G003061003000820_14.0,43.7,43.7
G030N61001001420_14.0,32.9,32.9
G030N61001001320_14.0,42.6,42.6
G030N61001001220_14.0,47,47
G030N61001001120_14.0,31.4,31.4
G030N61001001020_14.0,43.6,43.6
G030N61001000920_14.0,46.3,46.3
G030N61001000820_14.0,45.5,45.5
G065W61003000420_14.0,31.7,31.7
G065E61005000420_16.0,29.7,29.7
G065E61005000320_16.0,2.4,2.4
G065E61005000220_16.0,182.6,50
G065E61005000120_16.0,36.4,36.4
G065E61006000820_16.0,16.6,16.6
G065E61005000110_16.0,42.6,42.6
G065E61005000210_16.0,40.9,40.9
G065E61005000310_16.0,23.9,23.9
G065E61005000410_16.0,44.6,44.6
G065E61005000510_16.0,15.5,15.5
G065E61005000610_16.0,42.7,42.7
G181261003000420_16.0,31.7,31.7
G003061003001110_16.0,45.9,45.9
G003061003001210_16.0,46.1,46.1
G003061003001310_16.0,46.7,46.7
G003061003001610_16.0,46,46
G003061003001710_16.0,43.9,43.9
G003061006000110_16.0,47,47
G003061006000210_16.0,46.3,46.3
G003061006000410_16.0,41.3,41.3
G003061006000610_16.0,34.6,34.6
G008561001000720_16.0,34.6,34.6
G007061005000610_16.0,35.9,35.9
G007061005000710_16.0,31.2,31.2
G007061005000810_16.0,46,46
G007061005000910_16.0,41.3,41.3
G007061005001010_16.0,36.8,36.8
G007061005001110_16.0,39.1,39.1
G007061006001210_16.0,40.7,40.7
G007061006001310_16.0,36,36
G007061007000210_16.0,10,10
G007061006001410_16.0,26.1,26.1
G181261003000920_16.0,42.3,42.3
G181261003000820_16.0,43.2,43.2
G065W61001000610_11.0,40.2,40.2
G065W61002000210_11.0,41.8,41.8
G065W61002000310_11.0,40.5,40.5
G065W61002000410_11.0,48.6,48.6
G065W61002000510_11.0,47,47
G065W61002000710_11.0,41.9,41.9
G065W61002000810_11.0,46.3,46.3
G065W61003000110_11.0,48.7,48.7
G065W61003000210_11.0,45.1,45.1
G065W61003000310_11.0,48.6,48.6
G065W61003000410_11.0,47.7,47.7
G065W61003001610_11.0,46.6,46.6
G065W61003000710_11.0,47.4,47.4
G300161001000110_11.0,41.5,41.5
G300161001000210_11.0,42.8,42.8
G006561001000310_16.0,47.3,47.3
G006561001000410_16.0,44.2,44.2
G006561001000510_16.0,47.9,47.9
G181261003001020_16.0,60.4,50
G065E61001000210_16.0,26.9,26.9
G065E61001000310_16.0,42.7,42.7
G065E61001000410_16.0,42,42
G003061003000320_16.0,45.5,45.5
G003061003000220_16.0,46.3,46.3
G003061003000120_16.0,47.4,47.4
G065W61003000720_16.0,64.4,50
G065W61003001620_16.0,45.3,45.3
G300161001001920_16.0,40,40
G300161001001820_16.0,36.4,36.4
G007061005000510_16.0,41.9,41.9
G006961001001110_16.0,9.2,9.2
G065W61002000810_16.0,45.8,45.8
G065W61003000110_16.0,50.3,50
G065W61003000210_16.0,39.5,39.5
G030N61001000720_16.0,44.4,44.4
G030N61001000620_16.0,47,47
G030N61001000520_16.0,45,45
G030N61001000420_16.0,43.1,43.1
G030N61001000220_16.0,45.9,45.9
G030N61001000120_16.0,45.6,45.6
G003061001001210_16.0,40.5,40.5
G065E61001000720_16.0,45.2,45.2
G065E61001000620_16.0,45.1,45.1
G065E61001000520_16.0,43.8,43.8
G065E61001000420_16.0,46.8,46.8
G065E61004000820_16.0,24.7,24.7
G065E61004000720_16.0,38.7,38.7
S001561001000410_16.0,40,40
S003261001000510_16.0,36.9,36.9
G181261003000720_16.0,40.1,40.1
G181261003000520_16.0,47.8,47.8
G181261003000320_16.0,47.1,47.1
G181261003000120_16.0,47.6,47.6
G300161001000810_16.0,42,42
G300161001001210_16.0,41.5,41.5
G300161001001610_16.0,43.2,43.2
G221161002000320_11.0,41.6,41.6
G221161002000220_11.0,47.2,47.2
G221161002000120_11.0,48,48
G006561005000220_11.0,46.9,46.9
G006561005000120_11.0,44.6,44.6
G006561004000420_11.0,46.7,46.7
G006561004000320_11.0,47.7,47.7
G006561004000220_11.0,38.1,38.1
G006561004000120_11.0,46.3,46.3
G006561003000520_11.0,41.5,41.5
G006561003000420_11.0,46.8,46.8
G006561003000320_11.0,40.5,40.5
G002061003000110_11.0,7.9,7.9
G002061003000210_11.0,49.1,49.1
G002061003000310_11.0,44.7,44.7
G002061003000410_11.0,46.8,46.8
G002061003000510_11.0,47.6,47.6
G002061003000610_11.0,50.2,50
S002161001000110_11.0,41.4,41.4
G000561001000220_16.0,29.5,29.5
G007061004000320_12.0,44.2,44.2
G007061004000220_12.0,44.4,44.4
G007061004000120_12.0,6.6,6.6
G007061004000310_12.0,43.8,43.8
G007061004000420_12.0,31.6,31.6
G351161002000810_16.0,22.4,22.4
G351161002000910_16.0,36.1,36.1
G351161002001010_16.0,112.7,50
G351161002001110_16.0,23.8,23.8
G007061005000520_12.0,36,36
G300161001001720_12.0,40.9,40.9
G300161001001520_12.0,38.1,38.1
G300161001001320_12.0,43.4,43.4
G300161001001220_12.0,40.3,40.3
G300161001001120_12.0,40.9,40.9
G300161001000920_12.0,38.1,38.1
G003061003000710_12.0,43,43
G003061003000810_12.0,40.9,40.9
G003061003000910_12.0,43.4,43.4
G003061003001010_12.0,46.4,46.4
G003061003001110_12.0,46.2,46.2
G003061003001210_12.0,46.3,46.3
G003061003001310_12.0,46.9,46.9
G003061003001610_12.0,46.1,46.1
G003061006000810_12.0,41.6,41.6
G003061006001010_12.0,40.8,40.8
G003061007000110_12.0,39.1,39.1
G003061007000210_12.0,41.7,41.7
G003061007000120_12.0,40.8,40.8
G003061006001020_12.0,45.3,45.3
G003061006000820_12.0,45.8,45.8
G003061006000520_12.0,41.2,41.2
G003061003001420_12.0,73.2,50
G065W61001000110_16.0,39.3,39.3
G065W61001000210_16.0,46.3,46.3
G065W61001000310_16.0,34.4,34.4
G065W61001000410_16.0,38.3,38.3
G065W61001000510_16.0,45.6,45.6
G065W61001000610_16.0,48.4,48.4
G008561004000420_16.0,39.9,39.9
G008561004000320_16.0,25.7,25.7
G003061006000320_16.0,41.6,41.6
G003061006000220_16.0,46.3,46.3
G003061006000120_16.0,47.1,47.1
G003061003001720_16.0,46.1,46.1
S003261001000220_16.0,41.3,41.3
G006561006000920_16.0,40.5,40.5
G701161001000410_11.0,35,35
G006561007000620_11.0,33.3,33.3
G006561007000520_11.0,32.4,32.4
G006561007000420_11.0,39.2,39.2
G006561007000320_11.0,45.2,45.2
G006561007000220_11.0,44.2,44.2
G006561007000120_11.0,39.8,39.8
G006561006000920_11.0,41.4,41.4
G006561006000820_11.0,38.7,38.7
G006561006000910_11.0,43.1,43.1
G006561007000110_11.0,41.1,41.1
G065W61002000110_11.0,43.2,43.2
G065E61001000610_16.0,43.4,43.4
G065E61001000710_16.0,47,47
G065E61001000810_16.0,44.8,44.8
G065E61001000910_16.0,18,18
G065E61004000110_16.0,20.7,20.7
G065E61004000210_16.0,40.5,40.5
G065E61004000310_16.0,42.6,42.6
G065E61006000110_16.0,40.7,40.7
G065E61006000210_16.0,12.3,12.3
G065E61006000310_16.0,39.3,39.3
G065E61006000410_16.0,44.4,44.4
G065E61006000510_16.0,39.2,39.2
G002261001002310_16.0,35.4,35.4
G002261001000410_16.0,42.7,42.7
G065E61006000610_16.0,40.1,40.1
G065E61006000710_16.0,37.8,37.8
G065E61006000810_16.0,37.3,37.3
G065E61005000710_16.0,15,15
S003261001000210_16.0,34.6,34.6
G003061002000320_16.0,27.5,27.5
G007061004000120_16.0,5.9,5.9
G003061002000120_16.0,46.8,46.8
G003061001001320_16.0,47.3,47.3
G003061001001220_16.0,46.8,46.8
G003061001000820_16.0,33.6,33.6
G065E61002000520_16.0,35.1,35.1
G065E61002000420_16.0,45.9,45.9
G065E61002000320_16.0,46.9,46.9
G065E61002000220_16.0,45.8,45.8
G065E61002000120_16.0,38.1,38.1
G065E61005000720_16.0,41.7,41.7
G351161002000720_16.0,44.2,44.2
G351161002000620_16.0,41,41
G181261003000310_16.0,40.4,40.4
G181261003000410_16.0,36.6,36.6
G000561001000410_16.0,41.6,41.6
G000561001000510_16.0,38.6,38.6
G000561001002310_16.0,21.4,21.4
G000561001000610_16.0,316,50
G000561001000710_16.0,40.9,40.9
G000561001000820_16.0,37.9,37.9
G000561001000720_16.0,44.4,44.4
G000561001000620_16.0,37.5,37.5
G006561011000120_16.0,33,33
G006561009000920_16.0,37.9,37.9
G006561009000820_16.0,41.3,41.3
G006561009000720_16.0,39,39
G006561009000710_16.0,19.8,19.8
G006561009000810_16.0,41.8,41.8
G006561009000910_16.0,42.8,42.8
G006561011000110_16.0,35.3,35.3
G006561011000310_16.0,40.8,40.8
G300161001001520_16.0,36,36
G300161001001320_16.0,42.9,42.9
G300161001001220_16.0,39.8,39.8
G300161001001120_16.0,39.8,39.8
G300161001000920_16.0,36.1,36.1
G300161001000820_16.0,39.8,39.8
G300161001000720_16.0,42.9,42.9
G300161001000620_16.0,13.9,13.9
G004061002000520_16.0,34.8,34.8
G004061002000420_16.0,30.4,30.4
G004061002000320_16.0,46.3,46.3
G004061002000220_16.0,43.1,43.1
G004061002000120_16.0,48.3,48.3
S001561001000210_16.0,28.7,28.7
S001561001000310_16.0,46,46
S003261001000420_16.0,38.1,38.1
G006561005000510_11.0,36.4,36.4
G006561005000420_11.0,37,37
G221161002000110_11.0,24,24
G006961001001110_11.0,11.6,11.6
G351161001000220_16.0,36.2,36.2
G351161001000120_16.0,44.4,44.4
G065W61003000310_16.0,49,49
G003061001001120_16.0,33.8,33.8
G003061003000720_11.0,42.2,42.2
G003061003000620_11.0,44.4,44.4
G003061003000520_11.0,42.6,42.6
G004061002000110_16.0,41.4,41.4
G004061002000210_16.0,39.2,39.2
G004061002000310_16.0,42.2,42.2
G004061002001420_16.0,28.7,28.7
G030N61001000110_16.0,32.7,32.7
G030N61001000210_16.0,46.2,46.2
G030N61001000410_16.0,44.8,44.8
G030N61001000510_16.0,39.8,39.8
G030N61001000610_16.0,45.4,45.4
G030N61001000710_16.0,45.5,45.5
G221161002000110_16.0,22.5,22.5
G221161002000210_16.0,41.7,41.7
G221161002000310_16.0,44.1,44.1
G030N61001000420_14.0,43.8,43.8
G030N61001000220_14.0,47,47
G030N61001000120_14.0,46.8,46.8
G003061001000820_14.0,35.4,35.4
G065E61002000520_14.0,36.6,36.6
G065E61002000420_14.0,45.7,45.7
G065E61002000320_14.0,46.7,46.7
G065E61002000220_14.0,44.9,44.9
G000561001000820_14.0,37.6,37.6
G000561001000720_14.0,44.7,44.7
G000561001000620_14.0,36.6,36.6
G000561001002320_14.0,160,50
G000561001000520_14.0,25.2,25.2
G002061002000510_16.0,38.6,38.6
G002061002000610_16.0,36,36
G002061003000110_16.0,43.6,43.6
